date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,year,stage
2014-06-17,Belgium,Algeria,2.0,1.0,FIFA World Cup,Belo Horizonte,Brazil,True,2014,Group H
2014-06-17,Brazil,Mexico,0.0,0.0,FIFA World Cup,Fortaleza,Brazil,False,2014,Group A
2014-06-17,Russia,South Korea,1.0,1.0,FIFA World Cup,Cuiabá,Brazil,True,2014,Group H
2014-06-18,Australia,Netherlands,2.0,3.0,FIFA World Cup,Curitiba,Brazil,True,2014,Group B
2014-06-18,Cameroon,Croatia,0.0,4.0,FIFA World Cup,Manaus,Brazil,True,2014,Group A
2014-06-18,Spain,Chile,0.0,2.0,FIFA World Cup,Rio de Janeiro,Brazil,True,2014,Group B
2014-06-19,Colombia,Ivory Coast,2.0,1.0,FIFA World Cup,Brasília,Brazil,True,2014,Group C
2014-06-19,Japan,Greece,0.0,0.0,FIFA World Cup,Natal,Brazil,True,2014,Group C
2014-06-19,Uruguay,England,2.0,1.0,FIFA World Cup,São Paulo,Brazil,True,2014,Group D
2014-06-20,Honduras,Ecuador,1.0,2.0,FIFA World Cup,Curitiba,Brazil,True,2014,Group E
2014-06-20,Italy,Costa Rica,0.0,1.0,FIFA World Cup,Recife,Brazil,True,2014,Group D
2014-06-20,Switzerland,France,2.0,5.0,FIFA World Cup,Salvador,Brazil,True,2014,Group E
2014-06-21,Argentina,Iran,1.0,0.0,FIFA World Cup,Belo Horizonte,Brazil,True,2014,Group F
2014-06-21,Germany,Ghana,2.0,2.0,FIFA World Cup,Fortaleza,Brazil,True,2014,Group G
2014-06-21,Nigeria,Bosnia-Herzegovina,1.0,0.0,FIFA World Cup,Cuiabá,Brazil,True,2014,Group F
2014-06-22,Belgium,Russia,1.0,0.0,FIFA World Cup,Rio de Janeiro,Brazil,True,2014,Group H
2014-06-22,South Korea,Algeria,2.0,4.0,FIFA World Cup,Porto Alegre,Brazil,True,2014,Group H
2014-06-22,United States,Portugal,2.0,2.0,FIFA World Cup,Manaus,Brazil,True,2014,Group G
2014-06-23,Australia,Spain,0.0,3.0,FIFA World Cup,Curitiba,Brazil,True,2014,Group B
2014-06-23,Brazil,Cameroon,4.0,1.0,FIFA World Cup,Brasília,Brazil,False,2014,Group A
2014-06-23,Croatia,Mexico,1.0,3.0,FIFA World Cup,Recife,Brazil,True,2014,Group A
2014-06-23,Netherlands,Chile,2.0,0.0,FIFA World Cup,São Paulo,Brazil,True,2014,Group B
2014-06-24,Costa Rica,England,0.0,0.0,FIFA World Cup,Belo Horizonte,Brazil,True,2014,Group D
2014-06-24,Greece,Ivory Coast,2.0,1.0,FIFA World Cup,Fortaleza,Brazil,True,2014,Group C
2014-06-24,Italy,Uruguay,0.0,1.0,FIFA World Cup,Natal,Brazil,True,2014,Group D
2014-06-24,Japan,Colombia,1.0,4.0,FIFA World Cup,Cuiabá,Brazil,True,2014,Group C
2014-06-25,Bosnia-Herzegovina,Iran,3.0,1.0,FIFA World Cup,Salvador,Brazil,True,2014,Group F
2014-06-25,Ecuador,France,0.0,0.0,FIFA World Cup,Rio de Janeiro,Brazil,True,2014,Group E
2014-06-25,Honduras,Switzerland,0.0,3.0,FIFA World Cup,Manaus,Brazil,True,2014,Group E
2014-06-25,Nigeria,Argentina,2.0,3.0,FIFA World Cup,Porto Alegre,Brazil,True,2014,Group F
2014-06-26,Algeria,Russia,1.0,1.0,FIFA World Cup,Curitiba,Brazil,True,2014,Group H
2014-06-26,South Korea,Belgium,0.0,1.0,FIFA World Cup,São Paulo,Brazil,True,2014,Group H
2014-06-26,Portugal,Ghana,2.0,1.0,FIFA World Cup,Brasília,Brazil,True,2014,Group G
2014-06-26,United States,Germany,0.0,1.0,FIFA World Cup,Recife,Brazil,True,2014,Group G
2014-06-28,Brazil,Chile,1.0,1.0,FIFA World Cup,Belo Horizonte,Brazil,False,2014,Round of 16
2014-06-28,Colombia,Uruguay,2.0,0.0,FIFA World Cup,Rio de Janeiro,Brazil,True,2014,Round of 16
2014-06-29,Costa Rica,Greece,1.0,1.0,FIFA World Cup,Recife,Brazil,True,2014,Round of 16
2014-06-29,Netherlands,Mexico,2.0,1.0,FIFA World Cup,Fortaleza,Brazil,True,2014,Round of 16
2014-06-30,France,Nigeria,2.0,0.0,FIFA World Cup,Brasília,Brazil,True,2014,Round of 16
2014-06-30,Germany,Algeria,2.0,1.0,FIFA World Cup,Porto Alegre,Brazil,True,2014,Round of 16
2014-07-01,Argentina,Switzerland,1.0,0.0,FIFA World Cup,São Paulo,Brazil,True,2014,Round of 16
2014-07-01,Belgium,United States,2.0,1.0,FIFA World Cup,Salvador,Brazil,True,2014,Round of 16
2014-07-04,Brazil,Colombia,2.0,1.0,FIFA World Cup,Fortaleza,Brazil,False,2014,Quarter-finals
2014-07-04,France,Germany,0.0,1.0,FIFA World Cup,Rio de Janeiro,Brazil,True,2014,Quarter-finals
2014-07-05,Argentina,Belgium,1.0,0.0,FIFA World Cup,Brasília,Brazil,True,2014,Quarter-finals
2014-07-05,Netherlands,Costa Rica,0.0,0.0,FIFA World Cup,Salvador,Brazil,True,2014,Quarter-finals
2014-07-08,Brazil,Germany,1.0,7.0,FIFA World Cup,Belo Horizonte,Brazil,False,2014,Semi-finals
2014-07-09,Netherlands,Argentina,0.0,0.0,FIFA World Cup,São Paulo,Brazil,True,2014,Semi-finals
2014-07-12,Brazil,Netherlands,0.0,3.0,FIFA World Cup,Brasília,Brazil,False,2014,Play-off for third place
2014-07-13,Germany,Argentina,1.0,0.0,FIFA World Cup,Rio de Janeiro,Brazil,True,2014,Final
