date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,year,stage,is_group_stage,host_continent,goal_difference,total_goals
2014-06-24,Italy,Uruguay,0,1,FIFA World Cup,Natal,Brazil,True,2014,Group D,True,South America,-1,1
2014-06-24,Japan,Colombia,1,4,FIFA World Cup,Cuiabá,Brazil,True,2014,Group C,True,South America,-3,5
2014-06-25,Bosnia-Herzegovina,Iran,3,1,FIFA World Cup,Salvador,Brazil,True,2014,Group F,True,South America,2,4
2014-06-25,Ecuador,France,0,0,FIFA World Cup,Rio de Janeiro,Brazil,True,2014,Group E,True,South America,0,0
2014-06-25,Honduras,Switzerland,0,3,FIFA World Cup,Manaus,Brazil,True,2014,Group E,True,South America,-3,3
2014-06-25,Nigeria,Argentina,2,3,FIFA World Cup,Porto Alegre,Brazil,True,2014,Group F,True,South America,-1,5
2014-06-26,Algeria,Russia,1,1,FIFA World Cup,Curitiba,Brazil,True,2014,Group H,True,South America,0,2
2014-06-26,South Korea,Belgium,0,1,FIFA World Cup,São Paulo,Brazil,True,2014,Group H,True,South America,-1,1
2014-06-26,Portugal,Ghana,2,1,FIFA World Cup,Brasília,Brazil,True,2014,Group G,True,South America,1,3
2014-06-26,United States,Germany,0,1,FIFA World Cup,Recife,Brazil,True,2014,Group G,True,South America,-1,1
2014-06-28,Brazil,Chile,1,1,FIFA World Cup,Belo Horizonte,Brazil,False,2014,Round of 16,False,South America,0,2
2014-06-28,Colombia,Uruguay,2,0,FIFA World Cup,Rio de Janeiro,Brazil,True,2014,Round of 16,False,South America,2,2
2014-06-29,Costa Rica,Greece,1,1,FIFA World Cup,Recife,Brazil,True,2014,Round of 16,False,South America,0,2
2014-06-29,Netherlands,Mexico,2,1,FIFA World Cup,Fortaleza,Brazil,True,2014,Round of 16,False,South America,1,3
2014-06-30,France,Nigeria,2,0,FIFA World Cup,Brasília,Brazil,True,2014,Round of 16,False,South America,2,2
2014-06-30,Germany,Algeria,2,1,FIFA World Cup,Porto Alegre,Brazil,True,2014,Round of 16,False,South America,1,3
2014-07-01,Argentina,Switzerland,1,0,FIFA World Cup,São Paulo,Brazil,True,2014,Round of 16,False,South America,1,1
2014-07-01,Belgium,United States,2,1,FIFA World Cup,Salvador,Brazil,True,2014,Round of 16,False,South America,1,3
2014-07-04,Brazil,Colombia,2,1,FIFA World Cup,Fortaleza,Brazil,False,2014,Quarter-finals,False,South America,1,3
2014-07-04,France,Germany,0,1,FIFA World Cup,Rio de Janeiro,Brazil,True,2014,Quarter-finals,False,South America,-1,1
2014-07-05,Argentina,Belgium,1,0,FIFA World Cup,Brasília,Brazil,True,2014,Quarter-finals,False,South America,1,1
2014-07-05,Netherlands,Costa Rica,0,0,FIFA World Cup,Salvador,Brazil,True,2014,Quarter-finals,False,South America,0,0
2014-07-08,Brazil,Germany,1,7,FIFA World Cup,Belo Horizonte,Brazil,False,2014,Semi-finals,False,South America,-6,8
2014-07-09,Netherlands,Argentina,0,0,FIFA World Cup,São Paulo,Brazil,True,2014,Semi-finals,False,South America,0,0
2014-07-12,Brazil,Netherlands,0,3,FIFA World Cup,Brasília,Brazil,False,2014,Play-off for third place,False,South America,-3,3
2014-07-13,Germany,Argentina,1,0,FIFA World Cup,Rio de Janeiro,Brazil,True,2014,Final,False,South America,1,1
